currentMillis,ax,ay,az
2798, 0.31782866, 3.2932076, 1.0354869
2808, 0.31902575, 3.2716599, 1.0187277
2818, 0.31663156, 3.2507107, 1.0037639
2828, 0.31543446, 3.2321558, 0.9876031
2838, 0.316033, 3.2130022, 0.97084385
2848, 0.3136388, 3.1932502, 0.9564787
2861, 0.31423736, 3.148359, 0.92535424
2871, 0.3106461, 3.1298041, 0.9133833
2881, 0.3106461, 3.1112492, 0.8984196
2891, 0.31004754, 3.0897014, 0.88225883
2902, 0.30525917, 3.0699494, 0.86968935
2912, 0.30286497, 3.0513945, 0.85472566
2922, 0.29747805, 3.0328395, 0.8415576
2932, 0.2956824, 3.0094962, 0.8283896
2942, 0.29388675, 2.98735, 0.81701714
2952, 0.29388675, 2.968795, 0.80205345
2962, 0.29388675, 2.9520357, 0.78948396
2972, 0.2920911, 2.9298894, 0.7799072
2982, 0.2920911, 2.9095387, 0.76494354
2992, 0.29089403, 2.8915823, 0.75357115
3002, 0.28849983, 2.872429, 0.7445929
3012, 0.28730273, 2.8556695, 0.73381907
3022, 0.2831129, 2.8371146, 0.7236438
3032, 0.28131726, 2.8185596, 0.71167284
3042, 0.27772596, 2.799406, 0.70089895
3052, 0.27473325, 2.779654, 0.688928
3062, 0.27233905, 2.7616975, 0.68054837
3072, 0.2705434, 2.7419455, 0.669176
3082, 0.26934633, 2.7203977, 0.65481085
3092, 0.26755068, 2.7024415, 0.6446355
3102, 0.26695213, 2.6832879, 0.63625586
3112, 0.2627623, 2.6629372, 0.62787616
3122, 0.26455793, 2.6443822, 0.6177009
3132, 0.26455793, 2.6270244, 0.6087227
3142, 0.26336083, 2.6078708, 0.6027372
3152, 0.26336083, 2.5887175, 0.59435755
3162, 0.2627623, 2.5725565, 0.58717495
3172, 0.25976956, 2.5528045, 0.57460546
3182, 0.2579739, 2.5366437, 0.562036
3192, 0.25438264, 2.5180888, 0.5560505
3202, 0.25318554, 2.500731, 0.54407954
3212, 0.2513899, 2.4839716, 0.5380941
3222, 0.2501928, 2.469008, 0.52791876
3232, 0.2501928, 2.452847, 0.51774347
3243, 0.2489957, 2.4348907, 0.5105609
3253, 0.24600297, 2.4157372, 0.5027798
3263, 0.24241169, 2.3971822, 0.4944001
3273, 0.24001749, 2.38162, 0.48721755
3283, 0.24241169, 2.3654592, 0.47823936
3293, 0.24241169, 2.34451, 0.47165534
3303, 0.23941895, 2.3283494, 0.46447277
3313, 0.23822185, 2.3133855, 0.45788872
3323, 0.2364262, 2.2942321, 0.44711488
3333, 0.23463057, 2.2774727, 0.43634102
3343, 0.23283492, 2.2607133, 0.429757
3353, 0.23343347, 2.2421584, 0.42197588
3363, 0.23163784, 2.2248006, 0.41778606
3373, 0.22984219, 2.209837, 0.40880784
3383, 0.2286451, 2.192479, 0.40102673
3393, 0.22684945, 2.1799095, 0.3944427
3403, 0.22505382, 2.1643472, 0.3902529
3414, 0.22385672, 2.1493835, 0.38486597
3424, 0.22086398, 2.1350183, 0.38067612
3434, 0.22265962, 2.1212518, 0.37469065
3444, 0.22086398, 2.1044927, 0.36930373
3454, 0.21846978, 2.0901275, 0.36451533
3464, 0.21787125, 2.0739667, 0.35314295
3474, 0.21787125, 2.0596015, 0.35074875
3484, 0.21368141, 2.0434408, 0.34596038
3494, 0.20889303, 2.0278785, 0.34177056
3504, 0.20530175, 2.0135133, 0.33698216
3514, 0.20410465, 2.000944, 0.33398944
3524, 0.2047032, 1.983586, 0.32800394
3534, 0.20350611, 1.9686223, 0.3184272
3544, 0.20051336, 1.9500673, 0.316033
3554, 0.19752063, 1.9351037, 0.3070548
3564, 0.19871773, 1.9207385, 0.30346352
3574, 0.19632354, 1.9045777, 0.2956824
3584, 0.19692208, 1.8926067, 0.29268965
3594, 0.19632354, 1.8788402, 0.28610563
3604, 0.19153516, 1.8650736, 0.2795216
3614, 0.18734533, 1.8519056, 0.2765289
3624, 0.18794388, 1.8375404, 0.26994488
3634, 0.18794388, 1.8255695, 0.26814923
3644, 0.18914098, 1.8088101, 0.26395938
3654, 0.18554969, 1.7956421, 0.2567768
3664, 0.18255694, 1.781277, 0.25617826
3674, 0.17956421, 1.7693061, 0.25438264
3684, 0.17776857, 1.7555394, 0.2489957
3694, 0.17657147, 1.7447655, 0.24181314
3704, 0.17357874, 1.7292033, 0.2376233
3714, 0.17357874, 1.7154368, 0.23403202
3724, 0.17357874, 1.7040644, 0.22924364
3734, 0.17118455, 1.6902977, 0.22505382
3744, 0.1693889, 1.6759326, 0.22325817
3755, 0.1681918, 1.6645602, 0.21966688
3765, 0.16639617, 1.6507937, 0.2148785
3777, 0.16639617, 1.6280489, 0.20769593
3787, 0.16340344, 1.6184721, 0.20171046
3798, 0.16519907, 1.6070997, 0.19752063
3808, 0.16280489, 1.5915375, 0.19692208
3818, 0.16280489, 1.580165, 0.19931628
3828, 0.16519907, 1.5658, 0.19632354
3838, 0.16280489, 1.5526319, 0.19153516
3848, 0.15861505, 1.5388653, 0.19033806
3858, 0.15622087, 1.5268943, 0.18614823
3868, 0.15741795, 1.5149233, 0.18495114
3878, 0.15622087, 1.5047481, 0.18135986
3888, 0.15502377, 1.4933757, 0.17836712
3898, 0.15382667, 1.4820033, 0.17836712
3908, 0.14963683, 1.4706309, 0.17298019
3918, 0.14724265, 1.4580613, 0.16998746
3928, 0.14604555, 1.4460905, 0.16400197
3938, 0.14544702, 1.4353166, 0.16340344
3948, 0.14365137, 1.4245428, 0.15741795
3958, 0.14305282, 1.4137689, 0.15262958
3968, 0.14185573, 1.4000022, 0.15023538
3978, 0.14185573, 1.3874328, 0.14724265
3988, 0.14185573, 1.377856, 0.1466441
3998, 0.14185573, 1.3658851, 0.14424992
4008, 0.14125718, 1.358104, 0.14245427
4018, 0.13886298, 1.3485272, 0.13587025
4028, 0.1376659, 1.3377534, 0.13347606
4038, 0.13587025, 1.326381, 0.13347606
4048, 0.13467316, 1.3185998, 0.13347606
4058, 0.13108188, 1.307826, 0.13347606
4068, 0.12808913, 1.2952565, 0.13287751
4078, 0.12449785, 1.2844826, 0.13108188
4088, 0.12270221, 1.2755045, 0.13168041
4098, 0.12210366, 1.2653291, 0.12808913
4108, 0.1238993, 1.2569494, 0.1274906
4118, 0.12569495, 1.2485698, 0.1274906
4128, 0.12569495, 1.238993, 0.12808913
4139, 0.12210366, 1.2288177, 0.1250964
4149, 0.11851238, 1.2180439, 0.12330076
4159, 0.117315285, 1.2078686, 0.12210366
4169, 0.117913835, 1.1982918, 0.11312545
4179, 0.117913835, 1.1899122, 0.11073127
4189, 0.117315285, 1.1803354, 0.10654143
4199, 0.11551964, 1.1713572, 0.099358864
4209, 0.11611819, 1.1629776, 0.1035487
4219, 0.11312545, 1.1545979, 0.1023516
4229, 0.11132981, 1.1456196, 0.09756322
4239, 0.11013272, 1.1348459, 0.09756322
4249, 0.108935624, 1.1276633, 0.09756322
4259, 0.108337075, 1.1174879, 0.09576758
4269, 0.107738525, 1.1103053, 0.09397194
4279, 0.10654143, 1.1013272, 0.09457049
4289, 0.10594288, 1.0923489, 0.0909792
4299, 0.10414724, 1.0809766, 0.09516903
4310, 0.10295015, 1.0702027, 0.09397194
4320, 0.10534434, 1.0642172, 0.091577746
4330, 0.1035487, 1.0558375, 0.08798646
4340, 0.1023516, 1.048655, 0.083796635
4350, 0.101154506, 1.042071, 0.0796068
4360, 0.099358864, 1.0342898, 0.07900825
4370, 0.099358864, 1.024713, 0.08140244
4380, 0.099957414, 1.0145378, 0.08080389
4390, 0.101154506, 1.0073552, 0.08020534
4400, 0.098760314, 1.0001726, 0.08080389
4410, 0.09636613, 0.9905959, 0.082000986
4420, 0.09516903, 0.98341334, 0.08080389
4430, 0.09457049, 0.9744351, 0.07721261
4440, 0.09576758, 0.96246415, 0.074219875
4450, 0.09397194, 0.9540845, 0.07661406
4460, 0.092176296, 0.948099, 0.07721261
4470, 0.090380654, 0.941515, 0.07182568
4480, 0.089782104, 0.93552953, 0.06584021
4490, 0.08858501, 0.92774844, 0.06643876
4500, 0.08678937, 0.92176294, 0.06284747
4510, 0.08678937, 0.91278476, 0.065241665
4520, 0.08499373, 0.90440506, 0.06883295
4530, 0.08619082, 0.8960254, 0.06883295
4540, 0.08738792, 0.891237, 0.07122713
4550, 0.08738792, 0.8852516, 0.07003004
4560, 0.08439518, 0.87747043, 0.06703731
4570, 0.08499373, 0.8690908, 0.06344602
4580, 0.083198085, 0.8619082, 0.06703731
4590, 0.07900825, 0.8565213, 0.062248927
4600, 0.07900825, 0.8469445, 0.06165038
4610, 0.0796068, 0.8415576, 0.06105183
4620, 0.0796068, 0.8355721, 0.05925619
4630, 0.0784097, 0.8289881, 0.06643876
4640, 0.0796068, 0.8236012, 0.065241665
4651, 0.07781116, 0.81582004, 0.06165038
4661, 0.07601552, 0.80684185, 0.062248927
4673, 0.07481842, 0.7948709, 0.06584021
4683, 0.07661406, 0.78948396, 0.065241665
4694, 0.07661406, 0.7829, 0.06105183
4704, 0.07481842, 0.7787101, 0.05925619
4714, 0.07481842, 0.7739217, 0.058059096
4724, 0.07122713, 0.7679363, 0.058657642
4734, 0.07003004, 0.75895804, 0.058657642
4744, 0.064044565, 0.75357115, 0.05925619
4754, 0.064044565, 0.74997985, 0.05506636
4764, 0.065241665, 0.74519145, 0.053270716
4774, 0.06703731, 0.7380089, 0.05506636
4784, 0.06643876, 0.7320234, 0.058059096
4794, 0.064044565, 0.72304523, 0.055664904
4804, 0.064643115, 0.71586263, 0.055664904
4814, 0.064044565, 0.707483, 0.054467812
4824, 0.064643115, 0.7050888, 0.050876528
4834, 0.064044565, 0.70209605, 0.049080886
4844, 0.062248927, 0.6961106, 0.04788379
4854, 0.062248927, 0.6901251, 0.04788379
4864, 0.06344602, 0.68413967, 0.044292506
4874, 0.06165038, 0.6793513, 0.044292506
4884, 0.06165038, 0.6733658, 0.044891052
4894, 0.062248927, 0.66498613, 0.04309541
4904, 0.060453285, 0.6584021, 0.047285244
4914, 0.057460546, 0.6518181, 0.047285244
4924, 0.057460546, 0.6482268, 0.044292506
4934, 0.057460546, 0.6434384, 0.042496864
4944, 0.056862, 0.6392486, 0.04369396
4954, 0.056263454, 0.63386166, 0.04369396
4964, 0.055664904, 0.62787616, 0.04010267
4974, 0.051475074, 0.6224893, 0.041299768
4984, 0.051475074, 0.6159052, 0.042496864
4994, 0.05027798, 0.60932124, 0.042496864
5004, 0.05267217, 0.60333574, 0.0454896
5014, 0.053270716, 0.600343, 0.0454896
5024, 0.05267217, 0.59555465, 0.04309541
5035, 0.053270716, 0.59196335, 0.0454896
5045, 0.053869262, 0.5901677, 0.0454896
5055, 0.053270716, 0.5865764, 0.047285244
5065, 0.05207362, 0.58059096, 0.04788379
5075, 0.051475074, 0.5764011, 0.05027798
5085, 0.05027798, 0.56862, 0.04788379
5095, 0.049679432, 0.5644302, 0.044891052
5105, 0.0454896, 0.5596418, 0.041898318
5115, 0.04369396, 0.5560505, 0.04070122
5125, 0.04309541, 0.5530578, 0.037708484
5135, 0.0454896, 0.54767084, 0.03591284
5145, 0.0454896, 0.5446781, 0.037109938
5155, 0.044891052, 0.543481, 0.037708484
5165, 0.044891052, 0.53510135, 0.036511388
5175, 0.04369396, 0.52911586, 0.037708484
5185, 0.04010267, 0.52492607, 0.039504126
5195, 0.03830703, 0.5207362, 0.04010267
5206, 0.03890558, 0.51774347, 0.04070122
5216, 0.03890558, 0.5111595, 0.03890558
5226, 0.042496864, 0.5075682, 0.036511388
5236, 0.0454896, 0.5027798, 0.036511388
5246, 0.044292506, 0.4979914, 0.041299768
5256, 0.042496864, 0.4955972, 0.041898318
5266, 0.041299768, 0.49320304, 0.036511388
5276, 0.04010267, 0.4914074, 0.0341172
5286, 0.03830703, 0.4890132, 0.0341172
5296, 0.037109938, 0.48362628, 0.032321557
5306, 0.03591284, 0.47823936, 0.03830703
5316, 0.03591284, 0.4740495, 0.039504126
5326, 0.034715746, 0.4662684, 0.04010267
5336, 0.034715746, 0.45908582, 0.039504126
5346, 0.035314295, 0.45429745, 0.037708484
5356, 0.0341172, 0.45010763, 0.035314295
5366, 0.033518653, 0.45070615, 0.037708484
5376, 0.035314295, 0.44412214, 0.03830703
5386, 0.0341172, 0.44053087, 0.041299768
5396, 0.033518653, 0.43873522, 0.042496864
5406, 0.033518653, 0.43693957, 0.04309541
5416, 0.0341172, 0.43693957, 0.04369396
5426, 0.032920104, 0.4333483, 0.041299768
5436, 0.034715746, 0.42855993, 0.041299768
5446, 0.037109938, 0.42257443, 0.035314295
5456, 0.034715746, 0.4183846, 0.03830703
5466, 0.036511388, 0.41539186, 0.04070122
5476, 0.035314295, 0.4106035, 0.041299768
5486, 0.0341172, 0.40641367, 0.042496864
5496, 0.032920104, 0.40222383, 0.04369396
5506, 0.0341172, 0.39982966, 0.041299768
5516, 0.032920104, 0.39863256, 0.04010267
5526, 0.031124463, 0.39623836, 0.03830703
5536, 0.031124463, 0.3932456, 0.041898318
5547, 0.028730273, 0.3878587, 0.041898318
5557, 0.026934631, 0.38546452, 0.04010267
5567, 0.024540443, 0.38067612, 0.042496864
5580, 0.026336085, 0.37588775, 0.046088148
5590, 0.028131727, 0.3740921, 0.04309541
5600, 0.028131727, 0.36750808, 0.041898318
5610, 0.026934631, 0.3627197, 0.04010267
5620, 0.028730273, 0.35912842, 0.04010267
5630, 0.02753318, 0.3561357, 0.041898318
5640, 0.02513899, 0.3525444, 0.044292506
5650, 0.023343347, 0.3501502, 0.041898318
5660, 0.0227448, 0.34715748, 0.041898318
5670, 0.023343347, 0.34296763, 0.04309541
5680, 0.022146253, 0.34177056, 0.04070122
5690, 0.019752063, 0.3387778, 0.03890558
5700, 0.019752063, 0.334588, 0.036511388
5710, 0.018554969, 0.3297996, 0.033518653
5720, 0.018554969, 0.32920104, 0.032321557
5730, 0.019752063, 0.32560977, 0.032920104
5740, 0.019153515, 0.32201847, 0.035314295
5750, 0.016759327, 0.3196243, 0.037109938
5760, 0.014963685, 0.31782866, 0.03890558
5770, 0.016160779, 0.31423736, 0.04010267
5780, 0.016759327, 0.3136388, 0.04010267
5790, 0.015562232, 0.3106461, 0.041299768
5800, 0.019153515, 0.3082519, 0.041898318
5810, 0.02035061, 0.30466062, 0.036511388
5820, 0.018554969, 0.30466062, 0.036511388
5830, 0.019752063, 0.30106932, 0.036511388
5840, 0.020949159, 0.29747805, 0.035314295
5850, 0.016759327, 0.2944853, 0.041898318
5860, 0.016160779, 0.2920911, 0.04070122
5870, 0.017357873, 0.28969693, 0.04070122
5880, 0.016759327, 0.28371146, 0.0454896
5890, 0.015562232, 0.28251436, 0.042496864
5900, 0.015562232, 0.28012016, 0.04010267
5910, 0.015562232, 0.27593035, 0.041299768
5920, 0.016160779, 0.27473325, 0.046088148
5931, 0.016759327, 0.27473325, 0.041299768
5941, 0.014365137, 0.27473325, 0.039504126
5951, 0.0131680425, 0.2729376, 0.041299768
5961, 0.01376659, 0.26814923, 0.042496864
5971, 0.01376659, 0.26575503, 0.04010267
5981, 0.012569495, 0.2627623, 0.041898318
5991, 0.012569495, 0.26395938, 0.04010267
6001, 0.014365137, 0.2627623, 0.039504126
6011, 0.014365137, 0.2603681, 0.04010267
6021, 0.0131680425, 0.2579739, 0.04010267
6031, 0.009576757, 0.2549812, 0.042496864
6041, 0.00897821, 0.252587, 0.041299768
6051, 0.009576757, 0.24959426, 0.04010267
6061, 0.0119709475, 0.24720006, 0.041898318
6071, 0.012569495, 0.24600297, 0.041898318
6081, 0.0119709475, 0.24360877, 0.04010267
6091, 0.0113724, 0.24121459, 0.04309541
6102, 0.0119709475, 0.23822185, 0.044891052
6112, 0.0107738525, 0.23702475, 0.044292506
6122, 0.00897821, 0.23463057, 0.04788379
6132, 0.010175305, 0.23283492, 0.046686694
6142, 0.0107738525, 0.22984219, 0.044891052
6152, 0.0119709475, 0.22984219, 0.04010267
6162, 0.0119709475, 0.22804655, 0.041898318
6172, 0.010175305, 0.22505382, 0.04369396
6182, 0.00897821, 0.22265962, 0.047285244
6192, 0.0113724, 0.22206107, 0.049679432
6202, 0.014365137, 0.22146253, 0.046686694
6212, 0.0119709475, 0.21966688, 0.042496864
6222, 0.010175305, 0.21547705, 0.04309541
6232, 0.0119709475, 0.21068868, 0.0454896
6242, 0.010175305, 0.20889303, 0.04369396
6252, 0.0071825683, 0.2070974, 0.042496864
6262, 0.0053869262, 0.20649885, 0.044292506
6272, 0.0047883787, 0.2047032, 0.044891052
6282, 0.0047883787, 0.20051336, 0.041898318
6292, 0.0047883787, 0.19931628, 0.04010267
6302, 0.0071825683, 0.20171046, 0.04070122
6312, 0.0029927369, 0.19931628, 0.04010267
6322, 0.0023941894, 0.19692208, 0.039504126
6332, 0.0011970947, 0.195725, 0.04309541
6342, 0.0023941894, 0.1933308, 0.042496864
6352, 0.0011970947, 0.19213371, 0.041898318
6362, -5.9854734E-4, 0.19093661, 0.04010267
6372, 0.0, 0.18973951, 0.04070122
6382, 0.0, 0.18734533, 0.04070122
6392, 0.0017956421, 0.18614823, 0.039504126
