0	0.00	0.00	0.00

0	0.00	0.00	0.00

0	0.00	0.00	0.00

0	0.00	0.00	0.00

0	0.00	0.00	0.00

431	0.00	0.00	0.00

441	0.16	-0.22	-1.51

451	0.22	-0.24	-1.11

461	0.25	-0.26	-0.83

471	0.28	-0.27	-0.62

481	0.30	-0.27	-0.46

491	0.31	-0.27	-0.34

501	0.32	-0.28	-0.25

521	0.33	-0.28	-0.14

531	0.33	-0.28	-0.11

541	0.33	-0.28	-0.09

561	0.33	-0.28	-0.06

571	0.33	-0.28	-0.05

590	0.33	-0.28	-0.04

601	0.33	-0.27	-0.04

611	0.33	-0.27	-0.04

630	0.32	-0.27	-0.04

641	0.32	-0.26	-0.04

660	0.31	-0.26	-0.04

670	0.31	-0.26	-0.04

680	0.31	-0.26	-0.04

690	0.30	-0.25	-0.04

700	0.30	-0.25	-0.04

710	0.30	-0.25	-0.04

720	0.30	-0.25	-0.04

730	0.30	-0.25	-0.04

740	0.29	-0.25	-0.04

750	0.29	-0.25	-0.04

770	0.29	-0.24	-0.04

780	0.29	-0.24	-0.04

790	0.28	-0.23	-0.04

809	0.28	-0.23	-0.04

820	0.28	-0.23	-0.04

830	0.27	-0.23	-0.04

849	0.27	-0.22	-0.03

860	0.27	-0.22	-0.03

879	0.26	-0.21	-0.03

889	0.26	-0.21	-0.03

900	0.25	-0.21	-0.03

919	0.25	-0.21	-0.04

929	0.25	-0.21	-0.04

939	0.25	-0.21	-0.04

949	0.25	-0.21	-0.04

959	0.25	-0.20	-0.03

969	0.24	-0.20	-0.03

989	0.24	-0.20	-0.03

999	0.24	-0.20	-0.04

1009	0.24	-0.20	-0.04

1029	0.23	-0.19	-0.04

1039	0.24	-0.19	-0.04

1058	0.23	-0.19	-0.04

1069	0.23	-0.19	-0.04

1079	0.23	-0.19	-0.04

1098	0.22	-0.19	-0.04

1108	0.22	-0.18	-0.04

1119	0.22	-0.18	-0.04

1138	0.21	-0.18	-0.04

1148	0.21	-0.18	-0.04

1158	0.21	-0.17	-0.04

1168	0.21	-0.17	-0.04

1178	0.20	-0.17	-0.04

1188	0.20	-0.17	-0.04

1198	0.20	-0.17	-0.04

1208	0.20	-0.17	-0.04

1218	0.20	-0.17	-0.03

1238	0.20	-0.16	-0.04

1248	0.20	-0.16	-0.04

1258	0.20	-0.16	-0.04

1277	0.19	-0.16	-0.04

1288	0.19	-0.15	-0.04

1298	0.19	-0.15	-0.04

1317	0.18	-0.15	-0.04

1328	0.19	-0.15	-0.04

1347	0.18	-0.15	-0.04

1357	0.18	-0.15	-0.04

1368	0.18	-0.15	-0.04

1387	0.18	-0.14	-0.03

1397	0.17	-0.14	-0.04

1408	0.18	-0.14	-0.04

1427	0.17	-0.14	-0.04

1437	0.17	-0.14	-0.04

1457	0.17	-0.13	-0.04

1467	0.16	-0.13	-0.04

1477	0.16	-0.13	-0.04

1497	0.16	-0.13	-0.04

1507	0.16	-0.13	-0.04

1526	0.16	-0.13	-0.04

1537	0.16	-0.13	-0.04

1547	0.16	-0.13	-0.04

1566	0.15	-0.13	-0.04

1576	0.15	-0.13	-0.04

1587	0.15	-0.13	-0.04

1606	0.15	-0.12	-0.04

1616	0.15	-0.12	-0.05

1626	0.15	-0.12	-0.05

1636	0.14	-0.12	-0.04

1646	0.14	-0.12	-0.04

1656	0.14	-0.11	-0.04

1666	0.14	-0.12	-0.04

1676	0.14	-0.12	-0.04

1686	0.14	-0.12	-0.03

1696	0.14	-0.12	-0.04

1716	0.14	-0.11	-0.04

1726	0.14	-0.11	-0.04

1745	0.13	-0.11	-0.04

1756	0.13	-0.10	-0.04

1766	0.13	-0.11	-0.04

1785	0.13	-0.10	-0.04

1796	0.13	-0.10	-0.04

1815	0.12	-0.10	-0.04

1825	0.12	-0.10	-0.05

1836	0.12	-0.10	-0.05

1855	0.12	-0.10	-0.05

1865	0.12	-0.10	-0.05

1875	0.11	-0.10	-0.04

1885	0.11	-0.10	-0.04

1895	0.11	-0.09	-0.04

1905	0.11	-0.09	-0.04

1925	0.11	-0.09	-0.04

1935	0.11	-0.09	-0.05

1945	0.11	-0.09	-0.05

1965	0.11	-0.09	-0.04

1975	0.11	-0.09	-0.04

1985	0.11	-0.09	-0.04

2004	0.10	-0.09	-0.05

2015	0.10	-0.09	-0.05

2034	0.10	-0.08	-0.04

2044	0.10	-0.08	-0.04

2055	0.10	-0.08	-0.04

2074	0.10	-0.08	-0.04

2084	0.10	-0.08	-0.05

2094	0.10	-0.08	-0.05

2104	0.10	-0.08	-0.05

2114	0.10	-0.08	-0.04

2124	0.10	-0.07	-0.04

2134	0.10	-0.07	-0.05

2144	0.10	-0.08	-0.04

2154	0.10	-0.08	-0.04

2164	0.09	-0.08	-0.04

2184	0.09	-0.07	-0.04

2194	0.09	-0.07	-0.04

2213	0.09	-0.07	-0.04

2224	0.08	-0.07	-0.04

2234	0.08	-0.07	-0.04

2253	0.08	-0.07	-0.04

2264	0.09	-0.07	-0.04

2274	0.09	-0.07	-0.04

2293	0.08	-0.07	-0.04

2304	0.08	-0.07	-0.04

2323	0.08	-0.07	-0.04

2333	0.08	-0.07	-0.05

2343	0.08	-0.07	-0.05

2353	0.08	-0.06	-0.05

2363	0.08	-0.06	-0.05

2373	0.08	-0.06	-0.05

2393	0.07	-0.06	-0.04

2403	0.08	-0.06	-0.04

