currentMillis	ax	ay	az
12020	 -0.020949159	 -0.007781116	 0.0796068
12030	 -0.02035061	 -0.009576757	 0.07900825
12040	 -0.019752063	 -0.010175305	 0.08020534
12050	 -0.01795642	 -0.0107738525	 0.07781116
12060	 -0.017357873	 -0.0119709475	 0.0784097
12070	 -0.01795642	 -0.0107738525	 0.07900825
12080	 -0.017357873	 -0.010175305	 0.08020534
12090	 -0.016759327	 -0.0107738525	 0.07721261
12100	 -0.01795642	 -0.0107738525	 0.07541697
12110	 -0.01795642	 -0.01376659	 0.07003004
12120	 -0.016759327	 -0.0107738525	 0.065241665
12130	 -0.01795642	 -0.007781116	 0.06643876
12140	 -0.017357873	 -0.00897821	 0.06883295
12150	 -0.018554969	 -0.00897821	 0.074219875
12160	 -0.017357873	 -0.008379663	 0.07661406
12170	 -0.01795642	 -0.0113724	 0.074219875
12180	 -0.019752063	 -0.00897821	 0.07601552
12190	 -0.017357873	 -0.00897821	 0.0784097
12200	 -0.016160779	 -0.0071825683	 0.08020534
12210	 -0.017357873	 -0.007781116	 0.082599536
12220	 -0.018554969	 -0.00897821	 0.0784097
12230	 -0.01795642	 -0.009576757	 0.07721261
12240	 -0.018554969	 -0.008379663	 0.07781116
12250	 -0.016759327	 -0.0071825683	 0.07661406
12260	 -0.016759327	 -0.0059854737	 0.07900825
12270	 -0.017357873	 -0.007781116	 0.07781116
12280	 -0.01795642	 -0.0065840213	 0.07661406
12290	 -0.019752063	 -0.0065840213	 0.07781116
12300	 -0.021547705	 -0.0071825683	 0.07601552
12310	 -0.019752063	 -0.008379663	 0.08020534
12320	 -0.019752063	 -0.009576757	 0.08080389
12331	 -0.017357873	 -0.00897821	 0.08439518
12341	 -0.016759327	 -0.0071825683	 0.08140244
12351	 -0.015562232	 -0.0041898317	 0.07900825
12361	 -0.01376659	 -0.0059854737	 0.0796068
12371	 -0.014963685	 -0.0047883787	 0.0784097
12381	 -0.016759327	 -0.0059854737	 0.083198085
12391	 -0.014963685	 -0.0029927369	 0.083198085
12401	 -0.016759327	 -0.0029927369	 0.083796635
12411	 -0.019752063	 -0.0047883787	 0.08619082
12421	 -0.018554969	 -0.0059854737	 0.08678937
12431	 -0.019153515	 -0.00897821	 0.083796635
12441	 -0.017357873	 -0.00897821	 0.08140244
12451	 -0.02035061	 -0.009576757	 0.0784097
12461	 -0.020949159	 -0.012569495	 0.07541697
12471	 -0.01795642	 -0.009576757	 0.07601552
12481	 -0.016759327	 -0.0119709475	 0.07781116
12491	 -0.014963685	 -0.0107738525	 0.0796068
12502	 -0.017357873	 -0.00897821	 0.083198085
12512	 -0.015562232	 -0.0059854737	 0.08020534
12522	 -0.016160779	 -0.0065840213	 0.07781116
12534	 -0.018554969	 -0.00897821	 0.07900825
12545	 -0.01795642	 -0.0065840213	 0.08020534
12555	 -0.019153515	 -0.00897821	 0.0784097
12565	 -0.019752063	 -0.010175305	 0.08140244
12575	 -0.018554969	 -0.009576757	 0.083198085
12585	 -0.017357873	 -0.0065840213	 0.08559228
12595	 -0.018554969	 -0.0035912842	 0.08499373
12605	 -0.02035061	 -0.0035912842	 0.082599536
12615	 -0.018554969	 -0.0059854737	 0.08140244
12625	 -0.016759327	 -0.0029927369	 0.08140244
12635	 -0.019153515	 0.0	 0.08020534
12645	 -0.020949159	 5.9854734E-4	 0.0796068
12655	 -0.02035061	 0.0	 0.082000986
12665	 -0.022146253	 5.9854734E-4	 0.083198085
12675	 -0.022146253	 0.0011970947	 0.08439518
12685	 -0.0227448	 0.0	 0.08140244
12695	 -0.019752063	 -0.0041898317	 0.07601552
12705	 -0.019153515	 -0.0065840213	 0.07242423
12715	 -0.021547705	 -0.0071825683	 0.08080389
12725	 -0.022146253	 -0.007781116	 0.07900825
12735	 -0.023941895	 -0.0053869262	 0.08439518
12745	 -0.02513899	 -0.0035912842	 0.08499373
12755	 -0.025737537	 -0.0035912842	 0.08678937
12765	 -0.030525915	 -0.0011970947	 0.092176296
12775	 -0.026934631	 -0.00897821	 0.08439518
12785	 -0.033518653	 0.010175305	 0.09756322
12795	 -0.02992737	 0.012569495	 0.09636613
12805	 -0.0227448	 0.007781116	 0.083796635
12815	 -0.025737537	 0.0071825683	 0.08678937
12825	 -0.02513899	 0.0059854737	 0.08619082
12835	 -0.025737537	 0.0023941894	 0.092774846
12845	 -0.02513899	 -0.0029927369	 0.08858501
12855	 -0.02513899	 -0.009576757	 0.08619082
12865	 -0.024540443	 -0.01376659	 0.082000986
12875	 -0.020949159	 -0.014365137	 0.08140244
12886	 -0.022146253	 -0.0113724	 0.08738792
12896	 -0.025737537	 -0.0035912842	 0.092774846
12906	 -0.025737537	 0.0	 0.08918356
12916	 -0.0227448	 -0.0035912842	 0.08499373
12926	 -0.020949159	 -0.01376659	 0.0784097
12936	 -0.019153515	 -0.024540443	 0.074219875
12946	 -0.022146253	 -0.02753318	 0.07781116
12956	 -0.0227448	 -0.02753318	 0.07601552
12966	 -0.020949159	 -0.023941895	 0.07781116
12976	 -0.02035061	 -0.0131680425	 0.083198085
12986	 -0.022146253	 -0.0059854737	 0.08918356
12996	 -0.019752063	 -0.0053869262	 0.089782104
13006	 -0.021547705	 -0.0029927369	 0.09516903
13016	 -0.020949159	 -5.9854734E-4	 0.08738792
13026	 -0.023343347	 -0.0029927369	 0.08559228
13036	 -0.02513899	 -5.9854734E-4	 0.091577746
13046	 -0.029328821	 0.0053869262	 0.101753056
13056	 -0.034715746	 0.017357873	 0.12090657
13066	 -0.033518653	 0.017357873	 0.12689205
13076	 -0.0341172	 0.0071825683	 0.13407461
13086	 -0.03830703	 -5.9854734E-4	 0.14544702
13096	 -0.042496864	 -0.0227448	 0.20171046
13106	 -0.06105183	 -0.051475074	 0.30286497
13116	 -0.07900825	 -0.08858501	 0.34536183
13126	 -0.08559228	 -0.10414724	 0.34416473
13136	 -0.09337339	 -0.14365137	 0.30047077
13146	 -0.082599536	 -0.21308286	 0.26994488
13156	 -0.09576758	 -0.27233905	 0.27772596
13166	 -0.11970948	 -0.3070548	 0.36212116
13176	 -0.14963683	 -0.3525444	 0.46926114
13186	 -0.18016276	 -0.40581512	 0.5470723
13196	 -0.2059003	 -0.47943643	 0.58478075
13206	 -0.19392934	 -0.4890132	 0.562036
13216	 -0.1568194	 -0.48602048	 0.45070615
13227	 -0.06763585	 -0.44711488	 0.25857246
13237	 0.023343347	 -0.29867515	 0.10414724
13247	 0.11432255	 -0.14125718	 -0.058059096
13257	 0.18255694	 -0.064044565	 -0.05985474
13267	 0.10474579	 -0.11073127	 0.23103929
13277	 -0.03890558	 -0.19213371	 0.47225386
13287	 -0.17477584	 -0.16100924	 0.47225386
13297	 -0.18734533	 -0.0017956421	 0.12988478
13307	 -0.09636613	 0.2376233	 -0.3561357
13317	 0.024540443	 0.5889706	 -0.8134259
13327	 0.13227896	 0.9361281	 -1.1522037
13337	 0.18674678	 1.1845253	 -1.2371974
13347	 0.17776857	 1.2000874	 -1.0905533
13357	 0.12988478	 0.8122288	 -0.75117695
13367	 0.047285244	 0.46806404	 -0.39384416
13377	 0.0041898317	 0.30765334	 -0.20410465
13387	 0.023343347	 0.26575503	 -0.17896566
13398	 0.034715746	 0.2489957	 -0.17776857
13408	 0.026934631	 0.17657147	 -0.09636613
13421	 0.0011970947	 -5.9854734E-4	 0.028131727
13431	 0.0113724	 -0.032920104	 -0.014365137
13441	 0.020949159	 -0.02992737	 -0.046686694
13451	 0.0029927369	 -0.04070122	 0.029328821
13461	 -0.024540443	 -0.08798646	 0.15502377
13471	 -0.0454896	 -0.11970948	 0.24720006
13481	 -0.055664904	 -0.11911093	 0.2489957
13491	 -0.04369396	 -0.108337075	 0.23463057
13501	 -0.032321557	 -0.083796635	 0.17298019
13511	 -0.014963685	 -0.07481842	 0.09696467
13521	 -0.0053869262	 -0.07481842	 0.05506636
13531	 -0.007781116	 -0.089782104	 0.0682344
13541	 -0.020949159	 -0.14365137	 0.18255694
13551	 -0.044292506	 -0.16639617	 0.3309967
13561	 -0.050876528	 -0.15861505	 0.40521657
13571	 -0.04788379	 -0.12449785	 0.3902529
13581	 -0.04369396	 -0.101154506	 0.3926471
13591	 -0.037109938	 -0.12210366	 0.36930373
13601	 -0.032321557	 -0.1238993	 0.31244174
13611	 -0.029328821	 -0.09457049	 0.26874778
13621	 -0.007781116	 -0.07661406	 0.18674678
13631	 -5.9854734E-4	 -0.04369396	 0.14843975
13641	 -0.01376659	 -0.03830703	 0.18674678
13651	 -0.018554969	 -0.05267217	 0.21308286
13661	 -0.0227448	 -0.05985474	 0.24360877
13671	 -0.035314295	 -0.058657642	 0.29388675
13681	 -0.04309541	 -0.049080886	 0.3196243
13691	 -0.06165038	 -0.016160779	 0.3944427
13701	 -0.07541697	 -0.009576757	 0.42915845
13711	 -0.07182568	 -0.023941895	 0.36990228
13721	 -0.082000986	 -0.0227448	 0.36750808
13731	 -0.11192836	 -0.028730273	 0.4674655
13741	 -0.14065863	 -0.0454896	 0.5518607
13751	 -0.1466441	 -0.06584021	 0.52133477
13761	 -0.14006008	 -0.083796635	 0.39743546
13771	 -0.11013272	 -0.12030802	 0.22445527
13782	 -0.08559228	 -0.15442522	 0.07481842
13792	 -0.0682344	 -0.2047032	 -0.0065840213
13802	 -0.07122713	 -0.2705434	 0.0227448
13812	 -0.113724	 -0.341172	 0.11851238
13822	 -0.20410465	 -0.4536989	 0.2968795
13832	 -0.316033	 -0.59196335	 0.52372897
13842	 -0.3639168	 -0.68952656	 0.76733774
13852	 -0.35673425	 -0.7062859	 0.8804632
13862	 -0.2160756	 -0.5105609	 0.8319808
13872	 0.10594288	 -0.09816177	 0.51654637
13882	 0.6763585	 0.2603681	 -0.32261702
13892	 1.2707161	 0.6111169	 -1.0055596
13902	 1.7399772	 0.9888002	 -1.3293737
13912	 2.1823037	 1.2108613	 -1.4383093
13922	 2.578542	 1.1749485	 -1.2737088
13932	 2.894575	 0.8702879	 -0.7529726
13942	 3.1112492	 0.3902529	 0.04010267
13952	 3.1968415	 -0.12928623	 0.92415714
13962	 3.1932502	 -0.613511	 1.6196692
13972	 3.1417751	 -1.022319	 1.9764034
13982	 3.0328395	 -1.320994	 2.0063307
13992	 2.8700347	 -1.5137264	 1.787861
14002	 2.6665285	 -1.6280489	 1.4652439
14012	 2.4307008	 -1.6717428	 1.1396341
14022	 2.173924	 -1.6358299	 0.871485
14032	 1.9117603	 -1.5107336	 0.6745629
14042	 1.6549835	 -1.2940594	 0.5494665
14052	 1.4089805	 -0.9959828	 0.4764437
14062	 1.1737514	 -0.65002245	 0.44053087
14072	 0.95707726	 -0.3321938	 0.3968369
14082	 0.74519145	 -0.08858501	 0.35553715
14092	 0.52492607	 0.05925619	 0.3286025
14102	 0.28790128	 0.10594288	 0.309449
14112	 0.03830703	 0.05506636	 0.2783245
14123	 -0.22086398	 -0.06883295	 0.22325817
14133	 -0.48602048	 -0.22984219	 0.14305282
14143	 -0.7469871	 -0.3890558	 0.049679432
14153	 -0.9971799	 -0.52013767	 -0.06165038
14163	 -1.2360003	 -0.60812414	 -0.19811918
14173	 -1.4550687	 -0.64762825	 -0.35912842
14183	 -1.6645602	 -0.63505876	 -0.53749555
14193	 -1.864475	 -0.5775982	 -0.69970185
14203	 -2.065587	 -0.47165534	 -0.8355721
14213	 -2.267896	 -0.32022285	 -0.93193823
14223	 -2.45165	 -0.13168041	 -0.998377
14233	 -2.6084695	 0.09816177	 -1.0570346
14243	 -2.7395513	 0.35673425	 -1.118685
14253	 -2.4049633	 0.27772596	 -2.2182167
14263	 -2.8107784	 0.7763159	 -2.3367288
14273	 -2.9442544	 1.1534008	 -2.9191155
14283	 -3.177688	 1.6328372	 -3.4015448
14294	 -3.4272823	 1.9458776	 -3.5924814
14304	 -3.7205703	 2.1685371	 -3.3081713
14314	 -3.7265558	 2.3337362	 -2.1817052
14326	 -2.3899996	 1.5891433	 0.81941134
14337	 -1.8782417	 1.1043199	 0.8224041
14347	 -1.4754193	 0.511758	 0.59435755
14357	 -1.4233457	 -0.14365137	 0.64882535
14367	 -1.5867491	 -0.73262197	 1.3473301
14377	 -1.4742222	 -0.60692704	 2.0991056
14387	 -1.1761456	 -0.054467812	 1.926724
14397	 -0.8110317	 0.28730273	 1.2940594
14407	 -0.58478075	 0.2765289	 0.9989756
14417	 -0.50098413	 0.14065863	 1.0678085
14427	 -0.46028292	 0.108935624	 1.1857224
14437	 -0.3956398	 0.20051336	 1.2467742
14447	 -0.38845724	 -0.71167284	 2.2218077
14457	 -0.5404883	 -0.26216376	 2.3666563
14467	 -0.28969693	 -0.2537841	 1.637027
14477	 -0.29388675	 -0.15622087	 1.452076
14487	 -0.195725	 -0.15502377	 1.112101
14497	 -0.1238993	 -0.14305282	 0.8643024
14507	 -0.082599536	 -0.1023516	 0.69311786
14517	 -0.044891052	 -0.08858501	 0.5560505
14527	 -0.032920104	 -0.07661406	 0.4890132
14537	 -0.030525915	 -0.07541697	 0.44053087
14547	 -0.02513899	 -0.07661406	 0.3878587
14557	 -5.9854734E-4	 -0.08738792	 0.31244174
14567	 0.00897821	 -0.13706735	 0.23822185
14577	 0.046088148	 -0.12150512	 0.15861505
14587	 0.06883295	 -0.13108188	 0.10953417
14597	 0.07721261	 -0.13706735	 0.08020534
14607	 0.05925619	 -0.14724265	 0.11611819
14617	 0.05985474	 -0.12868768	 0.1274906
14627	 0.044891052	 -0.099957414	 0.14125718
14637	 0.0341172	 -0.15741795	 0.15203103
14647	 0.029328821	 -0.09516903	 0.18076131
14657	 0.028131727	 -0.051475074	 0.16998746
14667	 0.04070122	 -0.016160779	 0.16639617
14678	 0.04369396	 -0.0065840213	 0.15143248
14688	 0.04788379	 0.0059854737	 0.14544702
14698	 0.05925619	 0.0107738525	 0.13168041
14708	 0.06763585	 0.0011970947	 0.10953417
14718	 0.0682344	 -0.0065840213	 0.09756322
14728	 0.06763585	 -0.018554969	 0.09397194
14738	 0.06584021	 -0.031124463	 0.083198085
14748	 0.06643876	 -0.037708484	 0.06703731
14758	 0.07003004	 -0.036511388	 0.055664904
14768	 0.07182568	 -0.029328821	 0.037708484
14778	 0.07541697	 -0.030525915	 0.019752063
14788	 0.082599536	 -0.035314295	 -0.0035912842
14798	 0.08738792	 -0.037708484	 -0.019752063
14808	 0.10414724	 -0.036511388	 -0.035314295
14818	 0.107738525	 -0.02992737	 -0.028131727
14828	 0.10414724	 -0.026934631	 -0.017357873
14838	 0.10474579	 -0.029328821	 -0.016160779
14848	 0.11132981	 -0.05027798	 -0.016759327
14858	 0.108935624	 -0.0682344	 -0.0017956421
14868	 0.06584021	 -0.064643115	 0.06643876
14878	 0.064044565	 -0.048482336	 0.083796635
14888	 0.108337075	 -0.065241665	 0.050876528
14898	 0.12449785	 -0.082599536	 0.0454896
14908	 0.12569495	 -0.07601552	 0.08439518
14918	 0.11073127	 -0.06584021	 0.0909792
14928	 0.08918356	 -0.058059096	 0.10474579
14938	 0.08619082	 -0.050876528	 0.12928623
14948	 0.07781116	 -0.051475074	 0.14245427
14958	 0.08140244	 -0.039504126	 0.14006008
14968	 0.13048333	 -0.030525915	 0.099957414
14978	 0.20111191	 -0.016160779	 0.04070122
14988	 0.3423691	 -0.032920104	 -0.0784097
14998	 0.58178806	 -0.04369396	 -0.22146253
15008	 0.97204095	 -0.06943149	 -0.40880784
15019	 1.3802502	 -0.06584021	 -0.51774347
15029	 1.8908111	 -0.17537437	 -0.5590432
15039	 1.9380964	 -0.25079134	 -0.20230901
15049	 1.88303	 -0.01795642	 0.30166787
15059	 2.110478	 0.01376659	 0.8014549
15069	 2.6377983	 0.09696467	 1.1025243
15079	 2.9849558	 0.13227896	 1.5083394
15089	 3.6607158	 0.116716735	 2.6366012
15099	 4.615399	 -0.037708484	 3.7235632
15109	 2.6611416	 0.739206	 4.7883787
15119	 2.191282	 2.16315	 5.5006504
15129	 3.461998	 2.1888878	 5.8765383
15139	 4.6561	 1.8776431	 6.0561023
15149	 5.782566	 1.4897844	 5.4713216
15159	 6.482867	 1.0468594	 4.335877
15169	 6.724081	 0.80444765	 3.317748
15179	 6.6546497	 0.7607537	 2.635404
15190	 6.4577274	 0.63865006	 2.3612695
15200	 6.2063375	 0.46267712	 2.3923938
15210	 5.7993255	 0.2807187	 2.578542
15220	 5.2163405	 0.10953417	 2.8239465
15233	 3.8025715	 -0.3286025	 3.222579
15243	 3.019073	 -0.5542549	 3.1896589
15253	 2.2182167	 -0.7739217	 2.9143271
15263	 1.4640468	 -0.9965814	 2.4097517
15273	 0.8098346	 -1.2186425	 1.630443
15283	 0.2741347	 -1.3640895	 0.6099198
15293	 -0.17717002	 -1.3772575	 -0.32201847
15303	 -0.5578461	 -1.2569494	 -0.74758565
15313	 -0.8936312	 -1.0899547	 -0.51774347
15323	 -1.2168468	 -0.9714424	 0.03830703
15333	 -1.5412595	 -0.8373678	 0.5446781
15343	 -1.9171473	 -0.7553668	 0.89662397
15353	 -2.2696917	 -0.69072366	 1.2599422
15363	 -2.6120608	 -0.6141096	 1.7381816
